sentence,label,label_source
finish form by next Saturday,deadline,synthetic
"due by: project plan March 20, 2026.",deadline,synthetic
"create expense report before July 24, 2026",deadline,synthetic
"finish form by January 27, 2026 at 8pm",deadline,synthetic
"Due May 3, 2026: presentation.",deadline,synthetic
Code fix — turn in in next Saturday.,deadline,synthetic
"• Complete the proposal by August 2, 2026",deadline,synthetic
Compile the dataset — on or before March 8.,deadline,synthetic
"invoice due August 6, 2026",deadline,synthetic
"finance, please send the schedule by September 4, 2026.",deadline,synthetic
make sure the test plan is required by september 23.,deadline,synthetic
When is the slides due? (Preferably 11am at 9am),deadline,synthetic
"When is the article due? (Preferably March 25, 2026)",deadline,synthetic
Produce the meeting notes within November 17 by noon.,deadline,synthetic
send invoice by 7pm.,deadline,synthetic
Turn in budget — due Sunday,deadline,synthetic
"Can you deliver the expense report no later than January 7, 2026?",deadline,synthetic
Application needs to be due July 22.,deadline,synthetic
evaluation by September 15 at 11:59pm,deadline,synthetic
Turn in the budget in in 180 days.,deadline,synthetic
• meeting notes - due this Sunday - Tarun,deadline,synthetic
• Turn in the presentation until Tuesday at 11am,deadline,synthetic
"resolve the test plan by august 10, 2026 at 2pm.",deadline,synthetic
Return the analysis in June 5.,deadline,synthetic
Code fix — hand in in November 10 by 4pm.,deadline,synthetic
Please share the evaluation in January 28 by 4pm.,deadline,synthetic
* Complete the dataset required by this Tuesday,deadline,synthetic
Compile the evaluation deadline for in 72 hours.,deadline,synthetic
due: test plan Friday at 4pm,deadline,synthetic
"* invoice - due October 18, 2026 by 1pm",deadline,synthetic
Make sure to turn in the analysis within by the end of the quarter.,deadline,synthetic
• Email the presentation deadline Friday at 6pm,deadline,synthetic
documentation - due June 14,deadline,synthetic
design doc due tuesday,deadline,synthetic
Resolve the research notes deadline Monday at 8pm.,deadline,synthetic
do design doc by next Saturday,deadline,synthetic
design doc — deadline in 2 days.,deadline,synthetic
Make sure to prepare the assignment within Friday.,deadline,synthetic
Please provide the budget in 11:59pm.,deadline,synthetic
- release notes - due July 15 at 1pm,deadline,synthetic
"* Submit the research notes deadline October 22, 2026 at 4pm if possible.",deadline,synthetic
"Reminder: slides deadline for in 24 hours, for the review.",deadline,synthetic
• assignment - due 1pm,deadline,synthetic
"ETA: slides until March 19, 2026.",deadline,synthetic
• expense report - due Saturday at 5pm,deadline,synthetic
* Upload the assignment due June 8,deadline,synthetic
Needs to be by noon: schedule.,deadline,synthetic
prepare the documentation within 4pm.,deadline,synthetic
Due 3pm: article.,deadline,synthetic
"manager, please post the expense report required by 3pm.",deadline,synthetic
Submit the analysis — deadline for in 120 hours.,deadline,synthetic
Compile the schedule — no later than in 8 hours.,deadline,synthetic
due: code fix 1pm,deadline,synthetic
"Due January 12, 2026: contract.",deadline,synthetic
Don't forget to finish the analysis due by Sunday at 5pm.,deadline,synthetic
When is the evaluation due? (Preferably in 4 hours),deadline,synthetic
When is the schedule due? (Preferably in 90 days),deadline,synthetic
"project plan by May 17, 2026",deadline,synthetic
until: budget Friday.,deadline,synthetic
"due: release notes January 17, 2026",deadline,synthetic
Due Tuesday: invoice.,deadline,synthetic
Complete the expense report within Saturday at 3pm.,deadline,synthetic
Test plan — deadline for Monday.,deadline,synthetic
budget - due COB,deadline,synthetic
ETA: timesheet on or before this Monday.,deadline,synthetic
design doc - due Saturday at 10am,deadline,synthetic
"finalize schedule by September 22, 2026.",deadline,synthetic
Report - due this Monday.,deadline,synthetic
create summary memo before 1pm,deadline,synthetic
"Send the proposal within October 4, 2026.",deadline,synthetic
"Make sure to hand in the expense report within August 28, 2026 by 11am.",deadline,synthetic
due: article Sunday at noon,deadline,synthetic
Ensure the report is due on in 3 weeks.,deadline,synthetic
budget - due 1pm,deadline,synthetic
• Return the form until Sunday,deadline,synthetic
"Make sure the dataset is required by November 23, 2026 at noon.",deadline,synthetic
Finish the evaluation required by September 5 at 1pm.,deadline,synthetic
Don't forget to complete the code fix deadline February 6 at 9am.,deadline,synthetic
Finish the application by next Tuesday.,deadline,synthetic
"Tarun, please return the article due by in 3 days.",deadline,synthetic
"finish contract by April 9, 2026 by 5pm",deadline,synthetic
"Make sure to submit the analysis within August 11, 2026.",deadline,synthetic
"Evaluation — email in June 20, 2026.",deadline,synthetic
"Compile form — due October 25, 2026",deadline,synthetic
due: code fix ASAP,deadline,synthetic
Email slides by this Friday.,deadline,synthetic
"Minutes - due July 6, 2026.",deadline,synthetic
due: meeting notes November 22,deadline,synthetic
please provide the slides in this tuesday.,deadline,synthetic
"presentation should be no later than june 22, 2026, if possible.",deadline,synthetic
* expense report - due December 5 at 6pm please.,deadline,synthetic
Ensure the minutes is expected by 10am.,deadline,synthetic
ETA: invoice due on Friday at 5pm.,deadline,synthetic
"Kindly share the form deadline 7pm,",deadline,synthetic
Is the report due October 10? please.,deadline,synthetic
* Prepare the documentation expected by next Wednesday,deadline,synthetic
"Don't forget to return the code fix deadline October 19, 2026.",deadline,synthetic
ETA: proposal required by this Sunday.,deadline,synthetic
"Ensure the summary memo is before Tuesday, please.",deadline,synthetic
Can we have the schedule deadline 3pm?,deadline,synthetic
Produce schedule — due by end of month,deadline,synthetic
Ensure the application is before noon.,deadline,synthetic
Email slides within Monday at 8pm.,deadline,synthetic
Can we have the contract required by Monday at 1pm?,deadline,synthetic
please return the design doc due by in 30 seconds.,deadline,synthetic
finish dataset by Tuesday,deadline,synthetic
due: minutes one hour tops,deadline,synthetic
- analysis - due in 1 hour,deadline,synthetic
Send the assignment — due on in 120 hours.,deadline,synthetic
Article until April 8.,deadline,synthetic
• Deliver the documentation required by Sunday,deadline,synthetic
Budget needs to be due on next Wednesday. - Tarun,deadline,synthetic
"Slides - due July 22, 2026.",deadline,synthetic
Application should be no later than this Tuesday.,deadline,synthetic
timesheet due 1pm at 3pm,deadline,synthetic
draft due one hour tops,deadline,synthetic
"• dataset - due April 6, 2026",deadline,synthetic
"Target: invoice no later than December 3, 2026.",deadline,synthetic
Deliver the evaluation within in 1 second.,deadline,synthetic
"finish design doc by December 1, 2026 at 5pm.",deadline,synthetic
Can we have the application due by this Friday?,deadline,synthetic
Provide release notes — due in 180 days - Tarun,deadline,synthetic
* form - due April 11 at 7pm - Tarun,deadline,synthetic
hand in the presentation — expected by wednesday at 2pm.,deadline,synthetic
Invoice — by December 28.,deadline,synthetic
Can we have the documentation deadline in 4 hours at 11:59pm?,deadline,synthetic
Please deliver the summary in in 120 hours.,deadline,synthetic
Make sure the draft is due on next week.,deadline,synthetic
"Turn in summary within one hour tops at 11am, by then, please.",deadline,synthetic
"• form - due February 1, 2026 at 10am by then, please.",deadline,synthetic
Summary — due Sunday at 6pm.,deadline,synthetic
"Kindly deliver the test plan on or before Saturday at 6pm, please.",deadline,synthetic
Prepare the research notes deadline 9am.,deadline,synthetic
Needs to be expected by next Monday: code fix.,deadline,synthetic
Compile the release notes due June 14.,deadline,synthetic
do article by Friday at noon,deadline,synthetic
Reminder: contract due EOW.,deadline,synthetic
"Please finish the timesheet in 3pm, — thanks",deadline,synthetic
"• Complete the form due on July 5, 2026",deadline,synthetic
Due 11am: invoice.,deadline,synthetic
Due Tuesday: evaluation.,deadline,synthetic
Application - due next Tuesday.,deadline,synthetic
Reminder: project plan deadline for 10am.,deadline,synthetic
Evaluation - due Saturday.,deadline,synthetic
minutes due Sunday at 4pm to meet the deadline.,deadline,synthetic
Submit project plan within in 3 weeks.,deadline,synthetic
• Resolve the release notes no later than in 300 days,deadline,synthetic
due: expense report Tuesday,deadline,synthetic
• article - due Tuesday,deadline,synthetic
* Share the draft due December 27 at noon,deadline,synthetic
* Return the assignment deadline in 1 hour,deadline,synthetic
- analysis - due in 7 days,deadline,synthetic
Implement contract — due September 23,deadline,synthetic
Slides before Monday. - Tarun,deadline,synthetic
due: design doc noon,deadline,synthetic
Presentation — post in next week.,deadline,synthetic
expected by: expense report 6pm.,deadline,synthetic
"finish expense report by April 8, 2026",deadline,synthetic
"Deliver the minutes no later than October 19, 2026 at 7pm.",deadline,synthetic
• Return the draft no later than January 18,deadline,synthetic
When is the code fix due? (Preferably next week),deadline,synthetic
- meeting notes - due September 3,deadline,synthetic
Provide minutes within Thursday.,deadline,synthetic
make application by in 3 days at 7pm,deadline,synthetic
When is the slides due? (Preferably Tuesday at 3pm),deadline,synthetic
Email the report by by the end of the quarter.,deadline,synthetic
Needs to be due on November 24: dataset.,deadline,synthetic
"finance, please complete the assignment due by right away.",deadline,synthetic
"Evaluation - due 5pm, asap.",deadline,synthetic
Post the form due on this Saturday.,deadline,synthetic
due: summary memo next Friday.,deadline,synthetic
Contract - due November 3.,deadline,synthetic
Don't forget to finish the assignment due by next Friday.,deadline,synthetic
Please return the draft no later than this Wednesday at 3pm.,deadline,synthetic
schedule by 8pm,deadline,synthetic
Ensure the analysis is before April 11 at 5pm.,deadline,synthetic
"• proposal - due Sunday Best,",deadline,synthetic
• Complete the budget due Tuesday at 8pm,deadline,synthetic
Hand in the slides expected by February 18 at 3pm.,deadline,synthetic
post schedule by 6pm at 11am.,deadline,synthetic
• Prepare the invoice deadline 2pm,deadline,synthetic
