sentence_orig,sentence,label,label_source,has_signoff
"Email analysis — due October 16, 2026","email analysis — due october 16, 2026",deadline,synthetic,0
* presentation - due August 15,presentation - due august 15,deadline,synthetic,0
• Produce the schedule due on in 240 hours,produce the schedule due on in 240 hours,deadline,synthetic,0
Compile the test plan before September 13.,compile the test plan before september 13,deadline,synthetic,0
required by: report in 5 seconds.,required by: report in 5 seconds,deadline,synthetic,0
Complete dataset within Friday.,complete dataset within friday,deadline,synthetic,0
Post meeting notes before 10am - - Tarun thanks.,post meeting notes before 10am - - tarun,deadline,synthetic,1
Can we have the test plan deadline for 8pm at 2pm?,can we have the test plan deadline for 8pm at 2pm,deadline,synthetic,0
Documentation — deadline for in 5 days.,documentation — deadline for in 5 days,deadline,synthetic,0
Produce draft no later than April 17 at 7pm - - Ruthik.,produce draft no later than april 17 at 7pm - - ruthik,deadline,synthetic,0
Budget needs to be on or before Sunday.,budget needs to be on or before sunday,deadline,synthetic,0
"Kindly finish the application due by May 15, if you can.","kindly finish the application due by may 15, if you can",deadline,synthetic,0
due: summary December 2,due: summary december 2,deadline,synthetic,0
Minutes — on or before this Friday.,minutes — on or before this friday,deadline,synthetic,0
Compile the budget no later than 7pm.,compile the budget no later than 7pm,deadline,synthetic,0
"Share the schedule required by July 21, — thanks",share the schedule required by july 21,deadline,synthetic,1
Don't forget to submit the report due by May 21.,don't forget to submit the report due by may 21,deadline,synthetic,0
• Implement the documentation deadline for next Saturday.,implement the documentation deadline for next saturday,deadline,synthetic,0
QA: Post the project plan deadline May 17 at 7pm.,qa: post the project plan deadline may 17 at 7pm,deadline,synthetic,0
Target: draft no later than May 12.,target: draft no later than may 12,deadline,synthetic,0
• design doc - due Monday at 11am,design doc - due monday at 11am,deadline,synthetic,0
Is the draft due in 4 hours at 7pm? if possible.,is the draft due in 4 hours at 7pm? if possible,deadline,synthetic,0
Please finish the timesheet due on November 1.,please finish the timesheet due on november 1,deadline,synthetic,0
Article - due this Friday.,article - due this friday,deadline,synthetic,0
when is the meeting notes due? (preferably june 13),when is the meeting notes due? (preferably june 13,deadline,synthetic,0
Is the application due in 24 hours at 7pm?,is the application due in 24 hours at 7pm,deadline,synthetic,0
• meeting notes - due July 13,meeting notes - due july 13,deadline,synthetic,0
Implement the release notes — deadline for in 3 months.,implement the release notes — deadline for in 3 months,deadline,synthetic,0
Report needs to be no later than in 4 weeks.,report needs to be no later than in 4 weeks,deadline,synthetic,0
* release notes - due 11am,release notes - due 11am,deadline,synthetic,0
• Finish the article deadline for Thursday. - Team,finish the article deadline for thursday. - team,deadline,synthetic,0
Invoice due on next Monday.,invoice due on next monday,deadline,synthetic,0
Project plan should be on or before Monday.,project plan should be on or before monday,deadline,synthetic,0
* release notes - due May 12 by 11:59pm,release notes - due may 12 by 11:59pm,deadline,synthetic,0
Budget should be no later than September 16.,budget should be no later than september 16,deadline,synthetic,0
• Compile the report expected by 6pm,compile the report expected by 6pm,deadline,synthetic,0
finish code fix by December 22,finish code fix by december 22,deadline,synthetic,0
Produce code fix within Saturday.,produce code fix within saturday,deadline,synthetic,0
Send the article within this Sunday.,send the article within this sunday,deadline,synthetic,0
do timesheet by September 12 at 4pm,do timesheet by september 12 at 4pm,deadline,synthetic,0
Resolve the timesheet expected by Saturday.,resolve the timesheet expected by saturday,deadline,synthetic,0
When is the assignment due? (Preferably March 15),when is the assignment due? (preferably march 15,deadline,synthetic,0
Deliver summary memo within this Tuesday.,deliver summary memo within this tuesday,deadline,synthetic,0
"• Deliver the budget on or before July 12, 2026","deliver the budget on or before july 12, 2026",deadline,synthetic,0
Provide minutes — due in 3 seconds,provide minutes — due in 3 seconds,deadline,synthetic,0
Ensure the timesheet is on or before in 12 hours.,ensure the timesheet is on or before in 12 hours,deadline,synthetic,0
do assignment by 6pm,do assignment by 6pm,deadline,synthetic,0
Timesheet should be deadline for Thursday at 11am.,timesheet should be deadline for thursday at 11am,deadline,synthetic,0
When is the presentation due? (Preferably December 15).,when is the presentation due? (preferably december 15,deadline,synthetic,0
* evaluation - due in 6 months,evaluation - due in 6 months,deadline,synthetic,0
is the application due monday?,is the application due monday,deadline,synthetic,0
"Upload the code fix on or before 8pm, if possible.","upload the code fix on or before 8pm, if possible",deadline,synthetic,0
"assignment due April 6, 2026","assignment due april 6, 2026",deadline,synthetic,0
• summary - due August 13 please.,summary - due august 13 please,deadline,synthetic,0
Ruthik: Compile the documentation due in 5 days.,ruthik: compile the documentation due in 5 days,deadline,synthetic,0
"presentation - due July 14, 2026","presentation - due july 14, 2026",deadline,synthetic,0
Deliver the analysis within Sunday at 7pm. - Ruthik,deliver the analysis within sunday at 7pm. - ruthik,deadline,synthetic,0
finish slides by Saturday,finish slides by saturday,deadline,synthetic,0
• proposal - due in 4 days,proposal - due in 4 days,deadline,synthetic,0
Target: invoice before 8pm.,target: invoice before 8pm,deadline,synthetic,0
• Provide the project plan due by in 60 days,provide the project plan due by in 60 days,deadline,synthetic,0
do report by Wednesday,do report by wednesday,deadline,synthetic,0
Email the article in in 60 days.,email the article in in 60 days,deadline,synthetic,0
Reminder: summary due on this Sunday.,reminder: summary due on this sunday,deadline,synthetic,0
Analysis - due in 6 months.,analysis - due in 6 months,deadline,synthetic,0
Slides - due 2pm.,slides - due 2pm,deadline,synthetic,0
"- Submit the release notes deadline for August 11, 2026 at 8pm","submit the release notes deadline for august 11, 2026 at 8pm",deadline,synthetic,0
Dataset should be deadline in 1 hour.,dataset should be deadline in 1 hour,deadline,synthetic,0
"Draft should be by November 23, — thanks",draft should be by november 23,deadline,synthetic,1
Target: summary memo expected by 6pm.,target: summary memo expected by 6pm,deadline,synthetic,0
• Resolve the article expected by next Friday,resolve the article expected by next friday,deadline,synthetic,0
"Don't forget to post the evaluation before September 12, 2026.","don't forget to post the evaluation before september 12, 2026",deadline,synthetic,0
Target: form required by this Saturday.,target: form required by this saturday,deadline,synthetic,0
- Provide the presentation deadline 4pm,provide the presentation deadline 4pm,deadline,synthetic,0
"ETA: documentation before in 2 seconds, if you can.","eta: documentation before in 2 seconds, if you can",deadline,synthetic,0
"project plan by October 10, 2026 at 2pm.","project plan by october 10, 2026 at 2pm",deadline,synthetic,0
• invoice - due Thursday at 4pm,invoice - due thursday at 4pm,deadline,synthetic,0
Upload the test plan — deadline for October 22.,upload the test plan — deadline for october 22,deadline,synthetic,0
"Do try to turn in the contract until now at 11:59pm, so we can proceed.","do try to turn in the contract until now at 11:59pm, so we can proceed",deadline,synthetic,0
"- Return the schedule deadline September 20, 2026","return the schedule deadline september 20, 2026",deadline,synthetic,0
"do timesheet by July 22, 2026","do timesheet by july 22, 2026",deadline,synthetic,0
Please implement the release notes no later than September 25.,please implement the release notes no later than september 25,deadline,synthetic,0
Needs to be no later than ASAP please: presentation.,needs to be no later than asap please: presentation,deadline,synthetic,0
ETA: presentation deadline for in 5 days.,eta: presentation deadline for in 5 days,deadline,synthetic,0
"Is the release notes due November 11, 2026? if you can.","is the release notes due november 11, 2026? if you can",deadline,synthetic,0
return the proposal in december 1.,return the proposal in december 1,deadline,synthetic,0
"* form - due November 13, 2026 at 11am","form - due november 13, 2026 at 11am",deadline,synthetic,0
* Compile the analysis deadline for in 120 hours asap.,compile the analysis deadline for in 120 hours asap,deadline,synthetic,0
due: project plan November 17,due: project plan november 17,deadline,synthetic,0
Please provide the assignment no later than noon.,please provide the assignment no later than noon,deadline,synthetic,0
"Invoice - due June 27, 2026.","invoice - due june 27, 2026",deadline,synthetic,0
Can you complete the dataset due by right away?,can you complete the dataset due by right away,deadline,synthetic,0
Please submit the form on or before Thursday.,please submit the form on or before thursday,deadline,synthetic,0
due: research notes 11am at 11am,due: research notes 11am at 11am,deadline,synthetic,0
- Post the release notes no later than Sunday at 11am,post the release notes no later than sunday at 11am,deadline,synthetic,0
• Post the project plan expected by April 21,post the project plan expected by april 21,deadline,synthetic,0
"Produce the presentation deadline for January 21, 2026 by noon.","produce the presentation deadline for january 21, 2026 by noon",deadline,synthetic,0
"Needs to be due by January 7, 2026 by 8pm: release notes, for the review.","needs to be due by january 7, 2026 by 8pm: release notes, for the review",deadline,synthetic,0
Due next Saturday: proposal.,due next saturday: proposal,deadline,synthetic,0
